FinancialYear,GeographicAreaType,GeographicAreaCode,GeographicAreaName,ProviderType,Measure,Value
2017–18,SA4,SA4-117,Sydney - City and Inner South,Other allied health providers,Services,3742
2017–18,SA4,SA4-117,Sydney - City and Inner South,Other psychologists,Services,40376
2017–18,SA4,SA4-117,Sydney - City and Inner South,Psychiatrists,Services,52195
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,All providers,"Patient rate per 1,000 population",108
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Clinical psychologists,"Patient rate per 1,000 population",31
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,General practitioners,"Patient rate per 1,000 population",84
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other allied health providers,"Patient rate per 1,000 population",3
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other psychologists,"Patient rate per 1,000 population",26
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Psychiatrists,"Patient rate per 1,000 population",22
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,All providers,Patients,30721
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Clinical psychologists,Patients,8863
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,General practitioners,Patients,24047
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other allied health providers,Patients,828
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other psychologists,Patients,7317
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Psychiatrists,Patients,6409
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,All providers,"Service rate per 1,000 population",606
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Clinical psychologists,"Service rate per 1,000 population",156
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,General practitioners,"Service rate per 1,000 population",152
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other allied health providers,"Service rate per 1,000 population",15
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other psychologists,"Service rate per 1,000 population",118
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Psychiatrists,"Service rate per 1,000 population",166
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,All providers,Services,172817
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Clinical psychologists,Services,44494
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,General practitioners,Services,43252
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other allied health providers,Services,4211
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Other psychologists,Services,33589
2017–18,SA4,SA4-118,Sydney - Eastern Suburbs,Psychiatrists,Services,47271
2017–18,SA4,SA4-119,Sydney - Inner South West,All providers,"Patient rate per 1,000 population",81
2017–18,SA4,SA4-119,Sydney - Inner South West,Clinical psychologists,"Patient rate per 1,000 population",14
2017–18,SA4,SA4-119,Sydney - Inner South West,General practitioners,"Patient rate per 1,000 population",67
2017–18,SA4,SA4-119,Sydney - Inner South West,Other allied health providers,"Patient rate per 1,000 population",2
2017–18,SA4,SA4-119,Sydney - Inner South West,Other psychologists,"Patient rate per 1,000 population",24
2017–18,SA4,SA4-119,Sydney - Inner South West,Psychiatrists,"Patient rate per 1,000 population",13
2017–18,SA4,SA4-119,Sydney - Inner South West,All providers,Patients,49390
2017–18,SA4,SA4-119,Sydney - Inner South West,Clinical psychologists,Patients,8391
2017–18,SA4,SA4-119,Sydney - Inner South West,General practitioners,Patients,40449
2017–18,SA4,SA4-119,Sydney - Inner South West,Other allied health providers,Patients,1328
2017–18,SA4,SA4-119,Sydney - Inner South West,Other psychologists,Patients,14569
2017–18,SA4,SA4-119,Sydney - Inner South West,Psychiatrists,Patients,8027
2017–18,SA4,SA4-119,Sydney - Inner South West,All providers,"Service rate per 1,000 population",359
2017–18,SA4,SA4-119,Sydney - Inner South West,Clinical psychologists,"Service rate per 1,000 population",62
2017–18,SA4,SA4-119,Sydney - Inner South West,General practitioners,"Service rate per 1,000 population",116
2017–18,SA4,SA4-119,Sydney - Inner South West,Other allied health providers,"Service rate per 1,000 population",9
2017–18,SA4,SA4-119,Sydney - Inner South West,Other psychologists,"Service rate per 1,000 population",102
2017–18,SA4,SA4-119,Sydney - Inner South West,Psychiatrists,"Service rate per 1,000 population",70
2017–18,SA4,SA4-119,Sydney - Inner South West,All providers,Services,218031
2017–18,SA4,SA4-119,Sydney - Inner South West,Clinical psychologists,Services,37709
2017–18,SA4,SA4-119,Sydney - Inner South West,General practitioners,Services,70136
2017–18,SA4,SA4-119,Sydney - Inner South West,Other allied health providers,Services,5724
2017–18,SA4,SA4-119,Sydney - Inner South West,Other psychologists,Services,62109
2017–18,SA4,SA4-119,Sydney - Inner South West,Psychiatrists,Services,42354
2017–18,SA4,SA4-120,Sydney - Inner West,All providers,"Patient rate per 1,000 population",95
2017–18,SA4,SA4-120,Sydney - Inner West,Clinical psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-120,Sydney - Inner West,General practitioners,"Patient rate per 1,000 population",75
2017–18,SA4,SA4-120,Sydney - Inner West,Other allied health providers,"Patient rate per 1,000 population",2
2017–18,SA4,SA4-120,Sydney - Inner West,Other psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-120,Sydney - Inner West,Psychiatrists,"Patient rate per 1,000 population",19
2017–18,SA4,SA4-120,Sydney - Inner West,All providers,Patients,29679
2017–18,SA4,SA4-120,Sydney - Inner West,Clinical psychologists,Patients,7624
2017–18,SA4,SA4-120,Sydney - Inner West,General practitioners,Patients,23423
2017–18,SA4,SA4-120,Sydney - Inner West,Other allied health providers,Patients,662
2017–18,SA4,SA4-120,Sydney - Inner West,Other psychologists,Patients,7807
2017–18,SA4,SA4-120,Sydney - Inner West,Psychiatrists,Patients,5976
2017–18,SA4,SA4-120,Sydney - Inner West,All providers,"Service rate per 1,000 population",525
2017–18,SA4,SA4-120,Sydney - Inner West,Clinical psychologists,"Service rate per 1,000 population",119
2017–18,SA4,SA4-120,Sydney - Inner West,General practitioners,"Service rate per 1,000 population",133
2017–18,SA4,SA4-120,Sydney - Inner West,Other allied health providers,"Service rate per 1,000 population",10
2017–18,SA4,SA4-120,Sydney - Inner West,Other psychologists,"Service rate per 1,000 population",115
2017–18,SA4,SA4-120,Sydney - Inner West,Psychiatrists,"Service rate per 1,000 population",148
2017–18,SA4,SA4-120,Sydney - Inner West,All providers,Services,163323
2017–18,SA4,SA4-120,Sydney - Inner West,Clinical psychologists,Services,37018
2017–18,SA4,SA4-120,Sydney - Inner West,General practitioners,Services,41337
2017–18,SA4,SA4-120,Sydney - Inner West,Other allied health providers,Services,3145
2017–18,SA4,SA4-120,Sydney - Inner West,Other psychologists,Services,35707
2017–18,SA4,SA4-120,Sydney - Inner West,Psychiatrists,Services,46116
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,All providers,"Patient rate per 1,000 population",94
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Clinical psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,General practitioners,"Patient rate per 1,000 population",69
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other allied health providers,"Patient rate per 1,000 population",2
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other psychologists,"Patient rate per 1,000 population",24
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Psychiatrists,"Patient rate per 1,000 population",24
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,All providers,Patients,40271
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Clinical psychologists,Patients,10854
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,General practitioners,Patients,29776
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other allied health providers,Patients,975
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other psychologists,Patients,10459
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Psychiatrists,Patients,10429
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,All providers,"Service rate per 1,000 population",538
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Clinical psychologists,"Service rate per 1,000 population",122
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,General practitioners,"Service rate per 1,000 population",115
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other allied health providers,"Service rate per 1,000 population",11
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other psychologists,"Service rate per 1,000 population",105
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Psychiatrists,"Service rate per 1,000 population",185
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,All providers,Services,230941
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Clinical psychologists,Services,52573
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,General practitioners,Services,49370
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other allied health providers,Services,4514
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Other psychologists,Services,45102
2017–18,SA4,SA4-121,Sydney - North Sydney and Hornsby,Psychiatrists,Services,79381
2017–18,SA4,SA4-122,Sydney - Northern Beaches,All providers,"Patient rate per 1,000 population",98
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Clinical psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-122,Sydney - Northern Beaches,General practitioners,"Patient rate per 1,000 population",73
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other allied health providers,"Patient rate per 1,000 population",3
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Psychiatrists,"Patient rate per 1,000 population",22
2017–18,SA4,SA4-122,Sydney - Northern Beaches,All providers,Patients,26088
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Clinical psychologists,Patients,6776
2017–18,SA4,SA4-122,Sydney - Northern Beaches,General practitioners,Patients,19585
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other allied health providers,Patients,883
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other psychologists,Patients,6734
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Psychiatrists,Patients,5866
2017–18,SA4,SA4-122,Sydney - Northern Beaches,All providers,"Service rate per 1,000 population",482
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Clinical psychologists,"Service rate per 1,000 population",117
2017–18,SA4,SA4-122,Sydney - Northern Beaches,General practitioners,"Service rate per 1,000 population",109
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other allied health providers,"Service rate per 1,000 population",15
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other psychologists,"Service rate per 1,000 population",108
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Psychiatrists,"Service rate per 1,000 population",132
2017–18,SA4,SA4-122,Sydney - Northern Beaches,All providers,Services,128827
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Clinical psychologists,Services,31421
2017–18,SA4,SA4-122,Sydney - Northern Beaches,General practitioners,Services,29138
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other allied health providers,Services,4053
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Other psychologists,Services,28938
2017–18,SA4,SA4-122,Sydney - Northern Beaches,Psychiatrists,Services,35277
2017–18,SA4,SA4-123,Sydney - Outer South West,All providers,"Patient rate per 1,000 population",101
2017–18,SA4,SA4-123,Sydney - Outer South West,Clinical psychologists,"Patient rate per 1,000 population",14
2017–18,SA4,SA4-123,Sydney - Outer South West,General practitioners,"Patient rate per 1,000 population",87
2017–18,SA4,SA4-123,Sydney - Outer South West,Other allied health providers,"Patient rate per 1,000 population",4
2017–18,SA4,SA4-123,Sydney - Outer South West,Other psychologists,"Patient rate per 1,000 population",32
2017–18,SA4,SA4-123,Sydney - Outer South West,Psychiatrists,"Patient rate per 1,000 population",11
2017–18,SA4,SA4-123,Sydney - Outer South West,All providers,Patients,27820
2017–18,SA4,SA4-123,Sydney - Outer South West,Clinical psychologists,Patients,3757
2017–18,SA4,SA4-123,Sydney - Outer South West,General practitioners,Patients,24063
2017–18,SA4,SA4-123,Sydney - Outer South West,Other allied health providers,Patients,990
2017–18,SA4,SA4-123,Sydney - Outer South West,Other psychologists,Patients,8756
2017–18,SA4,SA4-123,Sydney - Outer South West,Psychiatrists,Patients,3095
2017–18,SA4,SA4-123,Sydney - Outer South West,All providers,"Service rate per 1,000 population",415
2017–18,SA4,SA4-123,Sydney - Outer South West,Clinical psychologists,"Service rate per 1,000 population",59
2017–18,SA4,SA4-123,Sydney - Outer South West,General practitioners,"Service rate per 1,000 population",149
2017–18,SA4,SA4-123,Sydney - Outer South West,Other allied health providers,"Service rate per 1,000 population",12
2017–18,SA4,SA4-123,Sydney - Outer South West,Other psychologists,"Service rate per 1,000 population",127
2017–18,SA4,SA4-123,Sydney - Outer South West,Psychiatrists,"Service rate per 1,000 population",67
2017–18,SA4,SA4-123,Sydney - Outer South West,All providers,Services,114662
2017–18,SA4,SA4-123,Sydney - Outer South West,Clinical psychologists,Services,16392
2017–18,SA4,SA4-123,Sydney - Outer South West,General practitioners,Services,41280
2017–18,SA4,SA4-123,Sydney - Outer South West,Other allied health providers,Services,3386
2017–18,SA4,SA4-123,Sydney - Outer South West,Other psychologists,Services,35108
2017–18,SA4,SA4-123,Sydney - Outer South West,Psychiatrists,Services,18497
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,All providers,"Patient rate per 1,000 population",121
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Clinical psychologists,"Patient rate per 1,000 population",17
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,General practitioners,"Patient rate per 1,000 population",102
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other allied health providers,"Patient rate per 1,000 population",2
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other psychologists,"Patient rate per 1,000 population",35
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Psychiatrists,"Patient rate per 1,000 population",19
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,All providers,Patients,38607
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Clinical psychologists,Patients,5467
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,General practitioners,Patients,32500
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other allied health providers,Patients,710
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other psychologists,Patients,11131
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Psychiatrists,Patients,6114
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,All providers,"Service rate per 1,000 population",516
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Clinical psychologists,"Service rate per 1,000 population",75
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,General practitioners,"Service rate per 1,000 population",186
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other allied health providers,"Service rate per 1,000 population",9
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other psychologists,"Service rate per 1,000 population",141
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Psychiatrists,"Service rate per 1,000 population",104
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,All providers,Services,164930
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Clinical psychologists,Services,23947
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,General practitioners,Services,59333
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other allied health providers,Services,3019
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Other psychologists,Services,45229
2017–18,SA4,SA4-124,Sydney - Outer West and Blue Mountains,Psychiatrists,Services,33402
2017–18,SA4,SA4-125,Sydney - Parramatta,All providers,"Patient rate per 1,000 population",77
2017–18,SA4,SA4-125,Sydney - Parramatta,Clinical psychologists,"Patient rate per 1,000 population",12
2017–18,SA4,SA4-125,Sydney - Parramatta,General practitioners,"Patient rate per 1,000 population",63
2017–18,SA4,SA4-125,Sydney - Parramatta,Other allied health providers,"Patient rate per 1,000 population",2
2017–18,SA4,SA4-125,Sydney - Parramatta,Other psychologists,"Patient rate per 1,000 population",24
2017–18,SA4,SA4-125,Sydney - Parramatta,Psychiatrists,"Patient rate per 1,000 population",14
2017–18,SA4,SA4-125,Sydney - Parramatta,All providers,Patients,37090
2017–18,SA4,SA4-125,Sydney - Parramatta,Clinical psychologists,Patients,5858
2017–18,SA4,SA4-125,Sydney - Parramatta,General practitioners,Patients,30111
2017–18,SA4,SA4-125,Sydney - Parramatta,Other allied health providers,Patients,1061
2017–18,SA4,SA4-125,Sydney - Parramatta,Other psychologists,Patients,11301
2017–18,SA4,SA4-125,Sydney - Parramatta,Psychiatrists,Patients,6897
2017–18,SA4,SA4-125,Sydney - Parramatta,All providers,"Service rate per 1,000 population",347
2017–18,SA4,SA4-125,Sydney - Parramatta,Clinical psychologists,"Service rate per 1,000 population",53
2017–18,SA4,SA4-125,Sydney - Parramatta,General practitioners,"Service rate per 1,000 population",108
2017–18,SA4,SA4-125,Sydney - Parramatta,Other allied health providers,"Service rate per 1,000 population",9
2017–18,SA4,SA4-125,Sydney - Parramatta,Other psychologists,"Service rate per 1,000 population",99
2017–18,SA4,SA4-125,Sydney - Parramatta,Psychiatrists,"Service rate per 1,000 population",78
2017–18,SA4,SA4-125,Sydney - Parramatta,All providers,Services,166570
2017–18,SA4,SA4-125,Sydney - Parramatta,Clinical psychologists,Services,25350
2017–18,SA4,SA4-125,Sydney - Parramatta,General practitioners,Services,51734
2017–18,SA4,SA4-125,Sydney - Parramatta,Other allied health providers,Services,4291
2017–18,SA4,SA4-125,Sydney - Parramatta,Other psychologists,Services,47627
2017–18,SA4,SA4-125,Sydney - Parramatta,Psychiatrists,Services,37568
2017–18,SA4,SA4-126,Sydney - Ryde,All providers,"Patient rate per 1,000 population",81
2017–18,SA4,SA4-126,Sydney - Ryde,Clinical psychologists,"Patient rate per 1,000 population",18
2017–18,SA4,SA4-126,Sydney - Ryde,General practitioners,"Patient rate per 1,000 population",63
2017–18,SA4,SA4-126,Sydney - Ryde,Other allied health providers,"Patient rate per 1,000 population",1
2017–18,SA4,SA4-126,Sydney - Ryde,Other psychologists,"Patient rate per 1,000 population",23
2017–18,SA4,SA4-126,Sydney - Ryde,Psychiatrists,"Patient rate per 1,000 population",17
2017–18,SA4,SA4-126,Sydney - Ryde,All providers,Patients,15626
2017–18,SA4,SA4-126,Sydney - Ryde,Clinical psychologists,Patients,3480
2017–18,SA4,SA4-126,Sydney - Ryde,General practitioners,Patients,12237
2017–18,SA4,SA4-126,Sydney - Ryde,Other allied health providers,Patients,287
2017–18,SA4,SA4-126,Sydney - Ryde,Other psychologists,Patients,4446
2017–18,SA4,SA4-126,Sydney - Ryde,Psychiatrists,Patients,3380
2017–18,SA4,SA4-126,Sydney - Ryde,All providers,"Service rate per 1,000 population",416
2017–18,SA4,SA4-126,Sydney - Ryde,Clinical psychologists,"Service rate per 1,000 population",82
2017–18,SA4,SA4-126,Sydney - Ryde,General practitioners,"Service rate per 1,000 population",108
2017–18,SA4,SA4-126,Sydney - Ryde,Other allied health providers,"Service rate per 1,000 population",7
2017–18,SA4,SA4-126,Sydney - Ryde,Other psychologists,"Service rate per 1,000 population",97
2017–18,SA4,SA4-126,Sydney - Ryde,Psychiatrists,"Service rate per 1,000 population",121
2017–18,SA4,SA4-126,Sydney - Ryde,All providers,Services,80521
2017–18,SA4,SA4-126,Sydney - Ryde,Clinical psychologists,Services,15973
2017–18,SA4,SA4-126,Sydney - Ryde,General practitioners,Services,20921
2017–18,SA4,SA4-126,Sydney - Ryde,Other allied health providers,Services,1319
2017–18,SA4,SA4-126,Sydney - Ryde,Other psychologists,Services,18867
2017–18,SA4,SA4-126,Sydney - Ryde,Psychiatrists,Services,23440
2017–18,SA4,SA4-127,Sydney - South West,All providers,"Patient rate per 1,000 population",81
2017–18,SA4,SA4-127,Sydney - South West,Clinical psychologists,"Patient rate per 1,000 population",11
2017–18,SA4,SA4-127,Sydney - South West,General practitioners,"Patient rate per 1,000 population",67
2017–18,SA4,SA4-127,Sydney - South West,Other allied health providers,"Patient rate per 1,000 population",3
2017–18,SA4,SA4-127,Sydney - South West,Other psychologists,"Patient rate per 1,000 population",26
2017–18,SA4,SA4-127,Sydney - South West,Psychiatrists,"Patient rate per 1,000 population",12
2017–18,SA4,SA4-127,Sydney - South West,All providers,Patients,35213
2017–18,SA4,SA4-127,Sydney - South West,Clinical psychologists,Patients,4881
2017–18,SA4,SA4-127,Sydney - South West,General practitioners,Patients,29147
2017–18,SA4,SA4-127,Sydney - South West,Other allied health providers,Patients,1421
2017–18,SA4,SA4-127,Sydney - South West,Other psychologists,Patients,11418
2017–18,SA4,SA4-127,Sydney - South West,Psychiatrists,Patients,5289
2017–18,SA4,SA4-127,Sydney - South West,All providers,"Service rate per 1,000 population",343
2017–18,SA4,SA4-127,Sydney - South West,Clinical psychologists,"Service rate per 1,000 population",51
2017–18,SA4,SA4-127,Sydney - South West,General practitioners,"Service rate per 1,000 population",115
2017–18,SA4,SA4-127,Sydney - South West,Other allied health providers,"Service rate per 1,000 population",13
2017–18,SA4,SA4-127,Sydney - South West,Other psychologists,"Service rate per 1,000 population",111
2017–18,SA4,SA4-127,Sydney - South West,Psychiatrists,"Service rate per 1,000 population",53
2017–18,SA4,SA4-127,Sydney - South West,All providers,Services,148990
2017–18,SA4,SA4-127,Sydney - South West,Clinical psychologists,Services,21998
2017–18,SA4,SA4-127,Sydney - South West,General practitioners,Services,50015
2017–18,SA4,SA4-127,Sydney - South West,Other allied health providers,Services,5710
2017–18,SA4,SA4-127,Sydney - South West,Other psychologists,Services,48073
2017–18,SA4,SA4-127,Sydney - South West,Psychiatrists,Services,23194
2017–18,SA4,SA4-128,Sydney - Sutherland,All providers,"Patient rate per 1,000 population",109
2017–18,SA4,SA4-128,Sydney - Sutherland,Clinical psychologists,"Patient rate per 1,000 population",21
2017–18,SA4,SA4-128,Sydney - Sutherland,General practitioners,"Patient rate per 1,000 population",90
2017–18,SA4,SA4-128,Sydney - Sutherland,Other allied health providers,"Patient rate per 1,000 population",4
2017–18,SA4,SA4-128,Sydney - Sutherland,Other psychologists,"Patient rate per 1,000 population",36
2017–18,SA4,SA4-128,Sydney - Sutherland,Psychiatrists,"Patient rate per 1,000 population",16
2017–18,SA4,SA4-128,Sydney - Sutherland,All providers,Patients,24695
2017–18,SA4,SA4-128,Sydney - Sutherland,Clinical psychologists,Patients,4850
2017–18,SA4,SA4-128,Sydney - Sutherland,General practitioners,Patients,20337
2017–18,SA4,SA4-128,Sydney - Sutherland,Other allied health providers,Patients,892
2017–18,SA4,SA4-128,Sydney - Sutherland,Other psychologists,Patients,8053
2017–18,SA4,SA4-128,Sydney - Sutherland,Psychiatrists,Patients,3553
2017–18,SA4,SA4-128,Sydney - Sutherland,All providers,"Service rate per 1,000 population",515
2017–18,SA4,SA4-128,Sydney - Sutherland,Clinical psychologists,"Service rate per 1,000 population",102
2017–18,SA4,SA4-128,Sydney - Sutherland,General practitioners,"Service rate per 1,000 population",151
2017–18,SA4,SA4-128,Sydney - Sutherland,Other allied health providers,"Service rate per 1,000 population",20
2017–18,SA4,SA4-128,Sydney - Sutherland,Other psychologists,"Service rate per 1,000 population",150
2017–18,SA4,SA4-128,Sydney - Sutherland,Psychiatrists,"Service rate per 1,000 population",92
2017–18,SA4,SA4-128,Sydney - Sutherland,All providers,Services,116874
2017–18,SA4,SA4-128,Sydney - Sutherland,Clinical psychologists,Services,23044
2017–18,SA4,SA4-128,Sydney - Sutherland,General practitioners,Services,34268
2017–18,SA4,SA4-128,Sydney - Sutherland,Other allied health providers,Services,4530
2017–18,SA4,SA4-128,Sydney - Sutherland,Other psychologists,Services,34113
2017–18,SA4,SA4-128,Sydney - Sutherland,Psychiatrists,Services,20919
2017–18,SA4,SA4-201,Ballarat,All providers,"Patient rate per 1,000 population",121
2017–18,SA4,SA4-201,Ballarat,Clinical psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-201,Ballarat,General practitioners,"Patient rate per 1,000 population",96
2017–18,SA4,SA4-201,Ballarat,Other allied health providers,"Patient rate per 1,000 population",8
2017–18,SA4,SA4-201,Ballarat,Other psychologists,"Patient rate per 1,000 population",35
2017–18,SA4,SA4-201,Ballarat,Psychiatrists,"Patient rate per 1,000 population",20
2017–18,SA4,SA4-201,Ballarat,All providers,Patients,19662
2017–18,SA4,SA4-201,Ballarat,Clinical psychologists,Patients,4011
2017–18,SA4,SA4-201,Ballarat,General practitioners,Patients,15577
2017–18,SA4,SA4-201,Ballarat,Other allied health providers,Patients,1333
2017–18,SA4,SA4-201,Ballarat,Other psychologists,Patients,5715
2017–18,SA4,SA4-201,Ballarat,Psychiatrists,Patients,3302
2017–18,SA4,SA4-201,Ballarat,All providers,"Service rate per 1,000 population",556
2017–18,SA4,SA4-201,Ballarat,Clinical psychologists,"Service rate per 1,000 population",114
2017–18,SA4,SA4-201,Ballarat,General practitioners,"Service rate per 1,000 population",154
2017–18,SA4,SA4-201,Ballarat,Other allied health providers,"Service rate per 1,000 population",35
2017–18,SA4,SA4-201,Ballarat,Other psychologists,"Service rate per 1,000 population",151
2017–18,SA4,SA4-201,Ballarat,Psychiatrists,"Service rate per 1,000 population",101
2017–18,SA4,SA4-201,Ballarat,All providers,Services,90420
2017–18,SA4,SA4-201,Ballarat,Clinical psychologists,Services,18602
2017–18,SA4,SA4-201,Ballarat,General practitioners,Services,25005
2017–18,SA4,SA4-201,Ballarat,Other allied health providers,Services,5739
2017–18,SA4,SA4-201,Ballarat,Other psychologists,Services,24620
2017–18,SA4,SA4-201,Ballarat,Psychiatrists,Services,16454
2017–18,SA4,SA4-202,Bendigo,All providers,"Patient rate per 1,000 population",116
2017–18,SA4,SA4-202,Bendigo,Clinical psychologists,"Patient rate per 1,000 population",15
2017–18,SA4,SA4-202,Bendigo,General practitioners,"Patient rate per 1,000 population",96
2017–18,SA4,SA4-202,Bendigo,Other allied health providers,"Patient rate per 1,000 population",15
2017–18,SA4,SA4-202,Bendigo,Other psychologists,"Patient rate per 1,000 population",29
2017–18,SA4,SA4-202,Bendigo,Psychiatrists,"Patient rate per 1,000 population",17
2017–18,SA4,SA4-202,Bendigo,All providers,Patients,18268
2017–18,SA4,SA4-202,Bendigo,Clinical psychologists,Patients,2338
2017–18,SA4,SA4-202,Bendigo,General practitioners,Patients,15181
2017–18,SA4,SA4-202,Bendigo,Other allied health providers,Patients,2374
2017–18,SA4,SA4-202,Bendigo,Other psychologists,Patients,4561
2017–18,SA4,SA4-202,Bendigo,Psychiatrists,Patients,2750
2017–18,SA4,SA4-202,Bendigo,All providers,"Service rate per 1,000 population",499
2017–18,SA4,SA4-202,Bendigo,Clinical psychologists,"Service rate per 1,000 population",70
2017–18,SA4,SA4-202,Bendigo,General practitioners,"Service rate per 1,000 population",163
2017–18,SA4,SA4-202,Bendigo,Other allied health providers,"Service rate per 1,000 population",65
2017–18,SA4,SA4-202,Bendigo,Other psychologists,"Service rate per 1,000 population",124
2017–18,SA4,SA4-202,Bendigo,Psychiatrists,"Service rate per 1,000 population",77
2017–18,SA4,SA4-202,Bendigo,All providers,Services,78903
2017–18,SA4,SA4-202,Bendigo,Clinical psychologists,Services,11130
2017–18,SA4,SA4-202,Bendigo,General practitioners,Services,25790
2017–18,SA4,SA4-202,Bendigo,Other allied health providers,Services,10275
2017–18,SA4,SA4-202,Bendigo,Other psychologists,Services,19604
2017–18,SA4,SA4-202,Bendigo,Psychiatrists,Services,12103
